DATA,DERIVATIVO,PARTICIPANTE,LONGCONTRACTS,LONG_,SHORTCONTRACTS,SHORT_,SALDO
10/02/2014,US DOLLAR FUTURES,Brokers & Dealers,165.0,0.02,690.0,0.07,-525.0
10/02/2014,US DOLLAR FUTURES,Other,6966.0,0.75,145.0,0.02,6821.0
10/02/2014,US DOLLAR FUTURES,Institutional Investors,356487.0,38.25,234175.0,25.13,122312.0
10/02/2014,US DOLLAR FUTURES,Domestic,356487.0,38.25,234175.0,25.13,122312.0
10/02/2014,US DOLLAR FUTURES,Nonresident Investors,346503.0,37.18,142235.0,15.26,204268.0
10/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,346503.0,37.18,142235.0,15.26,204268.0
10/02/2014,US DOLLAR FUTURES,Corporations,64175.0,6.89,36020.0,3.86,28155.0
10/02/2014,US DOLLAR FUTURES,Individuals,1670.0,0.18,580.0,0.06,1090.0
10/02/2014,US DOLLAR FUTURES,Total,931973.0,100.0,931973.0,100.0,0.0
11/02/2014,US DOLLAR FUTURES,Financial Institutions,174671.0,18.62,533904.0,56.9,-359233.0
11/02/2014,US DOLLAR FUTURES,Banks,169853.0,18.1,532097.0,56.71,-362244.0
11/02/2014,US DOLLAR FUTURES,Brokers & Dealers,255.0,0.03,810.0,0.09,-555.0
11/02/2014,US DOLLAR FUTURES,Other,4563.0,0.49,997.0,0.11,3566.0
11/02/2014,US DOLLAR FUTURES,Institutional Investors,348477.0,37.14,231528.0,24.68,116949.0
11/02/2014,US DOLLAR FUTURES,Domestic,348477.0,37.14,231528.0,24.68,116949.0
11/02/2014,US DOLLAR FUTURES,Nonresident Investors,349176.0,37.22,135147.0,14.4,214029.0
11/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,349176.0,37.22,135147.0,14.4,214029.0
11/02/2014,US DOLLAR FUTURES,Corporations,64270.0,6.85,37150.0,3.96,27120.0
11/02/2014,US DOLLAR FUTURES,Individuals,1645.0,0.18,510.0,0.05,1135.0
11/02/2014,US DOLLAR FUTURES,Total,938239.0,100.0,938239.0,100.0,0.0
12/02/2014,US DOLLAR FUTURES,Financial Institutions,155174.0,16.54,545667.0,58.16,-390493.0
12/02/2014,US DOLLAR FUTURES,Banks,147941.0,15.77,543510.0,57.93,-395569.0
12/02/2014,US DOLLAR FUTURES,Brokers & Dealers,205.0,0.02,845.0,0.09,-640.0
12/02/2014,US DOLLAR FUTURES,Other,7028.0,0.75,1312.0,0.14,5716.0
12/02/2014,US DOLLAR FUTURES,Institutional Investors,361502.0,38.53,221396.0,23.6,140106.0
12/02/2014,US DOLLAR FUTURES,Domestic,361502.0,38.53,221396.0,23.6,140106.0
12/02/2014,US DOLLAR FUTURES,Nonresident Investors,355285.0,37.87,133718.0,14.25,221567.0
12/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,355285.0,37.87,133718.0,14.25,221567.0
12/02/2014,US DOLLAR FUTURES,Corporations,64695.0,6.9,36355.0,3.88,28340.0
12/02/2014,US DOLLAR FUTURES,Individuals,1520.0,0.16,1040.0,0.11,480.0
12/02/2014,US DOLLAR FUTURES,Total,938176.0,100.0,938176.0,100.0,0.0
13/02/2014,US DOLLAR FUTURES,Financial Institutions,168224.0,17.84,548037.0,58.12,-379813.0
13/02/2014,US DOLLAR FUTURES,Banks,161596.0,17.14,547232.0,58.04,-385636.0
13/02/2014,US DOLLAR FUTURES,Brokers & Dealers,20.0,0.0,660.0,0.07,-640.0
13/02/2014,US DOLLAR FUTURES,Other,6608.0,0.7,145.0,0.02,6463.0
13/02/2014,US DOLLAR FUTURES,Institutional Investors,357341.0,37.9,221993.0,23.54,135348.0
13/02/2014,US DOLLAR FUTURES,Domestic,357341.0,37.9,221993.0,23.54,135348.0
13/02/2014,US DOLLAR FUTURES,Nonresident Investors,349804.0,37.1,136719.0,14.5,213085.0
13/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,349804.0,37.1,136719.0,14.5,213085.0
13/02/2014,US DOLLAR FUTURES,Corporations,65790.0,6.98,35395.0,3.75,30395.0
13/02/2014,US DOLLAR FUTURES,Individuals,1760.0,0.19,775.0,0.08,985.0
13/02/2014,US DOLLAR FUTURES,Total,942919.0,100.0,942919.0,100.0,0.0
14/02/2014,US DOLLAR FUTURES,Financial Institutions,191781.0,20.15,536458.0,56.38,-344677.0
14/02/2014,US DOLLAR FUTURES,Banks,183143.0,19.25,534971.0,56.22,-351828.0
14/02/2014,US DOLLAR FUTURES,Brokers & Dealers,85.0,0.01,740.0,0.08,-655.0
14/02/2014,US DOLLAR FUTURES,Other,8553.0,0.9,747.0,0.08,7806.0
14/02/2014,US DOLLAR FUTURES,Institutional Investors,355922.0,37.4,224883.0,23.63,131039.0
14/02/2014,US DOLLAR FUTURES,Domestic,355922.0,37.4,224883.0,23.63,131039.0
14/02/2014,US DOLLAR FUTURES,Nonresident Investors,334879.0,35.19,154101.0,16.19,180778.0
14/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,334879.0,35.19,154101.0,16.19,180778.0
14/02/2014,US DOLLAR FUTURES,Corporations,67185.0,7.06,35585.0,3.74,31600.0
14/02/2014,US DOLLAR FUTURES,Individuals,1780.0,0.19,520.0,0.05,1260.0
14/02/2014,US DOLLAR FUTURES,Total,951547.0,100.0,951547.0,100.0,0.0
17/02/2014,US DOLLAR FUTURES,Financial Institutions,204864.0,20.95,544606.0,55.69,-339742.0
17/02/2014,US DOLLAR FUTURES,Banks,204771.0,20.94,543866.0,55.61,-339095.0
17/02/2014,US DOLLAR FUTURES,Brokers & Dealers,85.0,0.01,740.0,0.08,-655.0
17/02/2014,US DOLLAR FUTURES,Other,8.0,0.0,0.0,0.0,8.0
17/02/2014,US DOLLAR FUTURES,Institutional Investors,358082.0,36.61,236432.0,24.18,121650.0
17/02/2014,US DOLLAR FUTURES,Domestic,358082.0,36.61,236432.0,24.18,121650.0
17/02/2014,US DOLLAR FUTURES,Nonresident Investors,346959.0,35.48,160997.0,16.46,185962.0
17/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,346959.0,35.48,160997.0,16.46,185962.0
17/02/2014,US DOLLAR FUTURES,Corporations,66180.0,6.77,35350.0,3.61,30830.0
17/02/2014,US DOLLAR FUTURES,Individuals,1895.0,0.19,595.0,0.06,1300.0
17/02/2014,US DOLLAR FUTURES,Total,977980.0,100.0,977980.0,100.0,0.0
18/02/2014,US DOLLAR FUTURES,Financial Institutions,210091.0,21.14,561146.0,56.46,-351055.0
18/02/2014,US DOLLAR FUTURES,Banks,209948.0,21.13,560311.0,56.38,-350363.0
18/02/2014,US DOLLAR FUTURES,Brokers & Dealers,135.0,0.01,835.0,0.08,-700.0
18/02/2014,US DOLLAR FUTURES,Other,8.0,0.0,0.0,0.0,8.0
18/02/2014,US DOLLAR FUTURES,Institutional Investors,374119.0,37.65,234303.0,23.58,139816.0
18/02/2014,US DOLLAR FUTURES,Domestic,374119.0,37.65,234303.0,23.58,139816.0
18/02/2014,US DOLLAR FUTURES,Nonresident Investors,341057.0,34.32,161363.0,16.24,179694.0
18/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,341057.0,34.32,161363.0,16.24,179694.0
18/02/2014,US DOLLAR FUTURES,Corporations,66700.0,6.71,36365.0,3.66,30335.0
18/02/2014,US DOLLAR FUTURES,Individuals,1830.0,0.18,620.0,0.06,1210.0
18/02/2014,US DOLLAR FUTURES,Total,993797.0,100.0,993797.0,100.0,0.0
19/02/2014,US DOLLAR FUTURES,Financial Institutions,196731.0,19.59,562066.0,55.98,-365335.0
19/02/2014,US DOLLAR FUTURES,Banks,196573.0,19.58,561166.0,55.89,-364593.0
19/02/2014,US DOLLAR FUTURES,Brokers & Dealers,150.0,0.01,900.0,0.09,-750.0
19/02/2014,US DOLLAR FUTURES,Other,8.0,0.0,0.0,0.0,8.0
19/02/2014,US DOLLAR FUTURES,Institutional Investors,383314.0,38.17,240300.0,23.93,143014.0
19/02/2014,US DOLLAR FUTURES,Domestic,383314.0,38.17,240300.0,23.93,143014.0
19/02/2014,US DOLLAR FUTURES,Nonresident Investors,353999.0,35.26,162748.0,16.21,191251.0
19/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,353999.0,35.26,162748.0,16.21,191251.0
19/02/2014,US DOLLAR FUTURES,Corporations,68345.0,6.81,38265.0,3.81,30080.0
19/02/2014,US DOLLAR FUTURES,Individuals,1715.0,0.17,725.0,0.07,990.0
19/02/2014,US DOLLAR FUTURES,Total,1004104.0,100.0,1004104.0,100.0,0.0
20/02/2014,US DOLLAR FUTURES,Financial Institutions,193321.0,19.26,530096.0,52.81,-336775.0
20/02/2014,US DOLLAR FUTURES,Banks,193278.0,19.25,529296.0,52.73,-336018.0
20/02/2014,US DOLLAR FUTURES,Brokers & Dealers,35.0,0.0,790.0,0.08,-755.0
20/02/2014,US DOLLAR FUTURES,Other,8.0,0.0,10.0,0.0,-2.0
20/02/2014,US DOLLAR FUTURES,Institutional Investors,378380.0,37.69,254002.0,25.3,124378.0
20/02/2014,US DOLLAR FUTURES,Domestic,378380.0,37.69,254002.0,25.3,124378.0
20/02/2014,US DOLLAR FUTURES,Nonresident Investors,356430.0,35.51,176823.0,17.62,179607.0
20/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,356430.0,35.51,176823.0,17.62,179607.0
20/02/2014,US DOLLAR FUTURES,Corporations,73765.0,7.35,42295.0,4.21,31470.0
20/02/2014,US DOLLAR FUTURES,Individuals,1900.0,0.19,580.0,0.06,1320.0
20/02/2014,US DOLLAR FUTURES,Total,1003796.0,100.0,1003796.0,100.0,0.0
21/02/2014,US DOLLAR FUTURES,Financial Institutions,218921.0,20.73,530990.0,50.29,-312069.0
21/02/2014,US DOLLAR FUTURES,Banks,218843.0,20.73,530165.0,50.21,-311322.0
21/02/2014,US DOLLAR FUTURES,Brokers & Dealers,70.0,0.01,815.0,0.08,-745.0
21/02/2014,US DOLLAR FUTURES,Other,8.0,0.0,10.0,0.0,-2.0
21/02/2014,US DOLLAR FUTURES,Institutional Investors,378000.0,35.8,263488.0,24.96,114512.0
21/02/2014,US DOLLAR FUTURES,Domestic,378000.0,35.8,263488.0,24.96,114512.0
21/02/2014,US DOLLAR FUTURES,Nonresident Investors,362056.0,34.29,198054.0,18.76,164002.0
21/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,362056.0,34.29,198054.0,18.76,164002.0
21/02/2014,US DOLLAR FUTURES,Corporations,94355.0,8.94,62740.0,5.94,31615.0
21/02/2014,US DOLLAR FUTURES,Individuals,2515.0,0.24,575.0,0.05,1940.0
21/02/2014,US DOLLAR FUTURES,Total,1055847.0,100.0,1055847.0,100.0,0.0
24/02/2014,US DOLLAR FUTURES,Financial Institutions,228511.0,21.71,519355.0,49.35,-290844.0
24/02/2014,US DOLLAR FUTURES,Banks,228463.0,21.71,518520.0,49.27,-290057.0
24/02/2014,US DOLLAR FUTURES,Brokers & Dealers,40.0,0.0,815.0,0.08,-775.0
24/02/2014,US DOLLAR FUTURES,Other,8.0,0.0,20.0,0.0,-12.0
24/02/2014,US DOLLAR FUTURES,Institutional Investors,381880.0,36.29,273540.0,25.99,108340.0
24/02/2014,US DOLLAR FUTURES,Domestic,381880.0,36.29,273540.0,25.99,108340.0
24/02/2014,US DOLLAR FUTURES,Nonresident Investors,354426.0,33.68,203802.0,19.37,150624.0
24/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,354426.0,33.68,203802.0,19.37,150624.0
24/02/2014,US DOLLAR FUTURES,Corporations,85190.0,8.1,55080.0,5.23,30110.0
24/02/2014,US DOLLAR FUTURES,Individuals,2360.0,0.22,590.0,0.06,1770.0
24/02/2014,US DOLLAR FUTURES,Total,1052367.0,100.0,1052367.0,100.0,0.0
25/02/2014,US DOLLAR FUTURES,Financial Institutions,252851.0,23.68,534380.0,50.05,-281529.0
25/02/2014,US DOLLAR FUTURES,Banks,252768.0,23.68,533470.0,49.97,-280702.0
25/02/2014,US DOLLAR FUTURES,Brokers & Dealers,70.0,0.01,890.0,0.08,-820.0
25/02/2014,US DOLLAR FUTURES,Other,13.0,0.0,20.0,0.0,-7.0
25/02/2014,US DOLLAR FUTURES,Institutional Investors,393470.0,36.85,281286.0,26.35,112184.0
25/02/2014,US DOLLAR FUTURES,Domestic,393470.0,36.85,281286.0,26.35,112184.0
25/02/2014,US DOLLAR FUTURES,Nonresident Investors,355016.0,33.25,218526.0,20.47,136490.0
25/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,355016.0,33.25,218526.0,20.47,136490.0
25/02/2014,US DOLLAR FUTURES,Corporations,64035.0,6.0,32885.0,3.08,31150.0
25/02/2014,US DOLLAR FUTURES,Individuals,2275.0,0.21,570.0,0.05,1705.0
25/02/2014,US DOLLAR FUTURES,Total,1067647.0,100.0,1067647.0,100.0,0.0
26/02/2014,US DOLLAR FUTURES,Financial Institutions,261846.0,23.54,545195.0,49.01,-283349.0
26/02/2014,US DOLLAR FUTURES,Banks,261758.0,23.53,544275.0,48.92,-282517.0
26/02/2014,US DOLLAR FUTURES,Brokers & Dealers,75.0,0.01,900.0,0.08,-825.0
26/02/2014,US DOLLAR FUTURES,Other,13.0,0.0,20.0,0.0,-7.0
26/02/2014,US DOLLAR FUTURES,Institutional Investors,421303.0,37.87,299331.0,26.91,121972.0
26/02/2014,US DOLLAR FUTURES,Domestic,421303.0,37.87,299331.0,26.91,121972.0
26/02/2014,US DOLLAR FUTURES,Nonresident Investors,360955.0,32.45,234603.0,21.09,126352.0
26/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,360955.0,32.45,234603.0,21.09,126352.0
26/02/2014,US DOLLAR FUTURES,Corporations,66180.0,5.95,32840.0,2.95,33340.0
26/02/2014,US DOLLAR FUTURES,Individuals,2215.0,0.2,530.0,0.05,1685.0
26/02/2014,US DOLLAR FUTURES,Total,1112499.0,100.0,1112499.0,100.0,0.0
27/02/2014,US DOLLAR FUTURES,Financial Institutions,270690.0,23.43,540634.0,46.79,-269944.0
27/02/2014,US DOLLAR FUTURES,Banks,270590.0,23.42,539679.0,46.7,-269089.0
27/02/2014,US DOLLAR FUTURES,Brokers & Dealers,75.0,0.01,935.0,0.08,-860.0
27/02/2014,US DOLLAR FUTURES,Other,25.0,0.0,20.0,0.0,5.0
27/02/2014,US DOLLAR FUTURES,Institutional Investors,450222.0,38.96,312764.0,27.07,137458.0
27/02/2014,US DOLLAR FUTURES,Domestic,450222.0,38.96,312764.0,27.07,137458.0
27/02/2014,US DOLLAR FUTURES,Nonresident Investors,359194.0,31.08,263753.0,22.83,95441.0
27/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,359194.0,31.08,263753.0,22.83,95441.0
27/02/2014,US DOLLAR FUTURES,Corporations,72780.0,6.3,37855.0,3.28,34925.0
27/02/2014,US DOLLAR FUTURES,Individuals,2645.0,0.23,525.0,0.05,2120.0
27/02/2014,US DOLLAR FUTURES,Total,1155531.0,100.0,1155531.0,100.0,0.0
28/02/2014,US DOLLAR FUTURES,Financial Institutions,292104.0,24.58,565058.0,47.54,-272954.0
28/02/2014,US DOLLAR FUTURES,Banks,291964.0,24.56,564118.0,47.46,-272154.0
28/02/2014,US DOLLAR FUTURES,Brokers & Dealers,115.0,0.01,915.0,0.08,-800.0
28/02/2014,US DOLLAR FUTURES,Other,25.0,0.0,25.0,0.0,0.0
28/02/2014,US DOLLAR FUTURES,Institutional Investors,458526.0,38.58,321147.0,27.02,137379.0
28/02/2014,US DOLLAR FUTURES,Domestic,458526.0,38.58,321147.0,27.02,137379.0
28/02/2014,US DOLLAR FUTURES,Nonresident Investors,361827.0,30.44,261017.0,21.96,100810.0
28/02/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,361827.0,30.44,261017.0,21.96,100810.0
28/02/2014,US DOLLAR FUTURES,Corporations,73940.0,6.22,40695.0,3.42,33245.0
28/02/2014,US DOLLAR FUTURES,Individuals,2180.0,0.18,660.0,0.06,1520.0
28/02/2014,US DOLLAR FUTURES,Total,1188577.0,100.0,1188577.0,100.0,0.0
05/03/2014,US DOLLAR FUTURES,Financial Institutions,177436.0,20.4,419701.0,48.27,-242265.0
05/03/2014,US DOLLAR FUTURES,Banks,177291.0,20.39,419106.0,48.2,-241815.0
05/03/2014,US DOLLAR FUTURES,Brokers & Dealers,120.0,0.01,575.0,0.07,-455.0
05/03/2014,US DOLLAR FUTURES,Other,25.0,0.0,20.0,0.0,5.0
05/03/2014,US DOLLAR FUTURES,Institutional Investors,338404.0,38.92,259205.0,29.81,79199.0
05/03/2014,US DOLLAR FUTURES,Domestic,338404.0,38.92,259205.0,29.81,79199.0
05/03/2014,US DOLLAR FUTURES,Nonresident Investors,288334.0,33.16,156343.0,17.98,131991.0
05/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,288334.0,33.16,156343.0,17.98,131991.0
05/03/2014,US DOLLAR FUTURES,Corporations,62740.0,7.22,33950.0,3.9,28790.0
05/03/2014,US DOLLAR FUTURES,Individuals,2660.0,0.31,375.0,0.04,2285.0
05/03/2014,US DOLLAR FUTURES,Total,869574.0,100.0,869574.0,100.0,0.0
06/03/2014,US DOLLAR FUTURES,Financial Institutions,179031.0,20.22,431906.0,48.79,-252875.0
06/03/2014,US DOLLAR FUTURES,Banks,178821.0,20.2,431231.0,48.71,-252410.0
06/03/2014,US DOLLAR FUTURES,Brokers & Dealers,185.0,0.02,645.0,0.07,-460.0
06/03/2014,US DOLLAR FUTURES,Other,25.0,0.0,30.0,0.0,-5.0
06/03/2014,US DOLLAR FUTURES,Institutional Investors,336894.0,38.05,268492.0,30.33,68402.0
06/03/2014,US DOLLAR FUTURES,Domestic,336894.0,38.05,268492.0,30.33,68402.0
06/03/2014,US DOLLAR FUTURES,Nonresident Investors,302679.0,34.19,149416.0,16.88,153263.0
06/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,302679.0,34.19,149416.0,16.88,153263.0
06/03/2014,US DOLLAR FUTURES,Corporations,63915.0,7.22,35080.0,3.96,28835.0
06/03/2014,US DOLLAR FUTURES,Individuals,2800.0,0.32,425.0,0.05,2375.0
06/03/2014,US DOLLAR FUTURES,Total,885319.0,100.0,885319.0,100.0,0.0
07/03/2014,US DOLLAR FUTURES,Financial Institutions,182456.0,20.36,438451.0,48.93,-255995.0
07/03/2014,US DOLLAR FUTURES,Banks,182306.0,20.34,437791.0,48.85,-255485.0
07/03/2014,US DOLLAR FUTURES,Brokers & Dealers,125.0,0.01,630.0,0.07,-505.0
07/03/2014,US DOLLAR FUTURES,Other,25.0,0.0,30.0,0.0,-5.0
07/03/2014,US DOLLAR FUTURES,Institutional Investors,347186.0,38.74,271822.0,30.33,75364.0
07/03/2014,US DOLLAR FUTURES,Domestic,347186.0,38.74,271822.0,30.33,75364.0
07/03/2014,US DOLLAR FUTURES,Nonresident Investors,300443.0,33.53,148697.0,16.59,151746.0
07/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,300443.0,33.53,148697.0,16.59,151746.0
07/03/2014,US DOLLAR FUTURES,Corporations,63635.0,7.1,36800.0,4.11,26835.0
07/03/2014,US DOLLAR FUTURES,Individuals,2440.0,0.27,390.0,0.04,2050.0
07/03/2014,US DOLLAR FUTURES,Total,896160.0,100.0,896160.0,100.0,0.0
10/03/2014,US DOLLAR FUTURES,Financial Institutions,194141.0,21.08,466763.0,50.67,-272622.0
10/03/2014,US DOLLAR FUTURES,Banks,194081.0,21.07,466153.0,50.61,-272072.0
10/03/2014,US DOLLAR FUTURES,Brokers & Dealers,35.0,0.0,585.0,0.06,-550.0
10/03/2014,US DOLLAR FUTURES,Other,25.0,0.0,25.0,0.0,0.0
10/03/2014,US DOLLAR FUTURES,Institutional Investors,347442.0,37.72,266003.0,28.88,81439.0
10/03/2014,US DOLLAR FUTURES,Domestic,347442.0,37.72,266003.0,28.88,81439.0
10/03/2014,US DOLLAR FUTURES,Nonresident Investors,312777.0,33.96,150814.0,16.37,161963.0
10/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,312777.0,33.96,150814.0,16.37,161963.0
10/03/2014,US DOLLAR FUTURES,Corporations,64385.0,6.99,37100.0,4.03,27285.0
10/03/2014,US DOLLAR FUTURES,Individuals,2380.0,0.26,445.0,0.05,1935.0
10/03/2014,US DOLLAR FUTURES,Total,921125.0,100.0,921125.0,100.0,0.0
11/03/2014,US DOLLAR FUTURES,Financial Institutions,187248.0,20.2,466123.0,50.29,-278875.0
11/03/2014,US DOLLAR FUTURES,Banks,187181.0,20.19,465533.0,50.23,-278352.0
11/03/2014,US DOLLAR FUTURES,Brokers & Dealers,45.0,0.0,570.0,0.06,-525.0
11/03/2014,US DOLLAR FUTURES,Other,22.0,0.0,20.0,0.0,2.0
11/03/2014,US DOLLAR FUTURES,Institutional Investors,348049.0,37.55,277142.0,29.9,70907.0
11/03/2014,US DOLLAR FUTURES,Domestic,348049.0,37.55,277142.0,29.9,70907.0
11/03/2014,US DOLLAR FUTURES,Nonresident Investors,324405.0,35.0,145857.0,15.74,178548.0
11/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,324405.0,35.0,145857.0,15.74,178548.0
11/03/2014,US DOLLAR FUTURES,Corporations,64720.0,6.98,37240.0,4.02,27480.0
11/03/2014,US DOLLAR FUTURES,Individuals,2460.0,0.27,520.0,0.06,1940.0
11/03/2014,US DOLLAR FUTURES,Total,926882.0,100.0,926882.0,100.0,0.0
12/03/2014,US DOLLAR FUTURES,Financial Institutions,202436.0,21.63,465288.0,49.71,-262852.0
12/03/2014,US DOLLAR FUTURES,Banks,202346.0,21.62,464663.0,49.64,-262317.0
12/03/2014,US DOLLAR FUTURES,Brokers & Dealers,55.0,0.01,615.0,0.07,-560.0
12/03/2014,US DOLLAR FUTURES,Other,35.0,0.0,10.0,0.0,25.0
12/03/2014,US DOLLAR FUTURES,Institutional Investors,344974.0,36.86,277893.0,29.69,67081.0
12/03/2014,US DOLLAR FUTURES,Domestic,344974.0,36.86,277893.0,29.69,67081.0
12/03/2014,US DOLLAR FUTURES,Nonresident Investors,321839.0,34.38,156423.0,16.71,165416.0
12/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,321839.0,34.38,156423.0,16.71,165416.0
12/03/2014,US DOLLAR FUTURES,Corporations,64315.0,6.87,35930.0,3.84,28385.0
12/03/2014,US DOLLAR FUTURES,Individuals,2445.0,0.26,475.0,0.05,1970.0
12/03/2014,US DOLLAR FUTURES,Total,936009.0,100.0,936009.0,100.0,0.0
13/03/2014,US DOLLAR FUTURES,Financial Institutions,196721.0,20.87,463803.0,49.21,-267082.0
13/03/2014,US DOLLAR FUTURES,Banks,196631.0,20.86,463163.0,49.14,-266532.0
13/03/2014,US DOLLAR FUTURES,Brokers & Dealers,55.0,0.01,630.0,0.07,-575.0
13/03/2014,US DOLLAR FUTURES,Other,35.0,0.0,10.0,0.0,25.0
13/03/2014,US DOLLAR FUTURES,Institutional Investors,351089.0,37.25,284538.0,30.19,66551.0
13/03/2014,US DOLLAR FUTURES,Domestic,351089.0,37.25,284538.0,30.19,66551.0
13/03/2014,US DOLLAR FUTURES,Nonresident Investors,326793.0,34.67,157737.0,16.74,169056.0
13/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,326793.0,34.67,157737.0,16.74,169056.0
13/03/2014,US DOLLAR FUTURES,Corporations,65295.0,6.93,35960.0,3.82,29335.0
13/03/2014,US DOLLAR FUTURES,Individuals,2595.0,0.28,455.0,0.05,2140.0
13/03/2014,US DOLLAR FUTURES,Total,942493.0,100.0,942493.0,100.0,0.0
14/03/2014,US DOLLAR FUTURES,Financial Institutions,187850.0,19.98,457714.0,48.68,-269864.0
14/03/2014,US DOLLAR FUTURES,Banks,187751.0,19.97,451698.0,48.04,-263947.0
14/03/2014,US DOLLAR FUTURES,Brokers & Dealers,70.0,0.01,650.0,0.07,-580.0
14/03/2014,US DOLLAR FUTURES,Other,29.0,0.0,5366.0,0.57,-5337.0
14/03/2014,US DOLLAR FUTURES,Institutional Investors,348258.0,37.04,281642.0,29.95,66616.0
14/03/2014,US DOLLAR FUTURES,Domestic,348258.0,37.04,281642.0,29.95,66616.0
14/03/2014,US DOLLAR FUTURES,Nonresident Investors,335667.0,35.7,165669.0,17.62,169998.0
14/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,335667.0,35.7,165669.0,17.62,169998.0
14/03/2014,US DOLLAR FUTURES,Corporations,65745.0,6.99,34805.0,3.7,30940.0
14/03/2014,US DOLLAR FUTURES,Individuals,2750.0,0.29,440.0,0.05,2310.0
14/03/2014,US DOLLAR FUTURES,Total,940270.0,100.0,940270.0,100.0,0.0
17/03/2014,US DOLLAR FUTURES,Financial Institutions,192031.0,20.35,462998.0,49.07,-270967.0
17/03/2014,US DOLLAR FUTURES,Banks,191922.0,20.34,456934.0,48.42,-265012.0
17/03/2014,US DOLLAR FUTURES,Brokers & Dealers,70.0,0.01,690.0,0.07,-620.0
17/03/2014,US DOLLAR FUTURES,Other,39.0,0.0,5374.0,0.57,-5335.0
17/03/2014,US DOLLAR FUTURES,Institutional Investors,341163.0,36.16,283079.0,30.0,58084.0
17/03/2014,US DOLLAR FUTURES,Domestic,341163.0,36.16,283079.0,30.0,58084.0
17/03/2014,US DOLLAR FUTURES,Nonresident Investors,342447.0,36.29,162384.0,17.21,180063.0
17/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,342447.0,36.29,162384.0,17.21,180063.0
17/03/2014,US DOLLAR FUTURES,Corporations,65305.0,6.92,34675.0,3.67,30630.0
17/03/2014,US DOLLAR FUTURES,Individuals,2655.0,0.28,465.0,0.05,2190.0
17/03/2014,US DOLLAR FUTURES,Total,943601.0,100.0,943601.0,100.0,0.0
18/03/2014,US DOLLAR FUTURES,Financial Institutions,197213.0,20.31,476013.0,49.02,-278800.0
18/03/2014,US DOLLAR FUTURES,Banks,197117.0,20.3,469714.0,48.38,-272597.0
18/03/2014,US DOLLAR FUTURES,Brokers & Dealers,70.0,0.01,685.0,0.07,-615.0
18/03/2014,US DOLLAR FUTURES,Other,26.0,0.0,5614.0,0.58,-5588.0
18/03/2014,US DOLLAR FUTURES,Institutional Investors,354727.0,36.53,285992.0,29.45,68735.0
18/03/2014,US DOLLAR FUTURES,Domestic,354727.0,36.53,285992.0,29.45,68735.0
18/03/2014,US DOLLAR FUTURES,Nonresident Investors,351435.0,36.19,174295.0,17.95,177140.0
18/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,351435.0,36.19,174295.0,17.95,177140.0
18/03/2014,US DOLLAR FUTURES,Corporations,64870.0,6.68,34200.0,3.52,30670.0
18/03/2014,US DOLLAR FUTURES,Individuals,2730.0,0.28,475.0,0.05,2255.0
18/03/2014,US DOLLAR FUTURES,Total,970975.0,100.0,970975.0,100.0,0.0
19/03/2014,US DOLLAR FUTURES,Financial Institutions,203813.0,20.53,488307.0,49.2,-284494.0
19/03/2014,US DOLLAR FUTURES,Banks,203712.0,20.52,481834.0,48.55,-278122.0
19/03/2014,US DOLLAR FUTURES,Brokers & Dealers,70.0,0.01,675.0,0.07,-605.0
19/03/2014,US DOLLAR FUTURES,Other,31.0,0.0,5798.0,0.58,-5767.0
19/03/2014,US DOLLAR FUTURES,Institutional Investors,366370.0,36.91,296093.0,29.83,70277.0
19/03/2014,US DOLLAR FUTURES,Domestic,366370.0,36.91,296093.0,29.83,70277.0
19/03/2014,US DOLLAR FUTURES,Nonresident Investors,354987.0,35.77,173305.0,17.46,181682.0
19/03/2014,US DOLLAR FUTURES,Nonresident investors - RES.2689,354987.0,35.77,173305.0,17.46,181682.0
