DATA,DERIVATIVO,PARTICIPANTE,LONGCONTRACTS,LONG_,SHORTCONTRACTS,SHORT_,SALDO
09/02/2010,US DOLLAR FUTURES,Brokers & Dealers,262.0,0.04,390.0,0.06,-128.0
09/02/2010,US DOLLAR FUTURES,Other,58930.0,8.57,110.0,0.02,58820.0
09/02/2010,US DOLLAR FUTURES,Institutional Investors,122044.0,17.76,127518.0,18.55,-5474.0
09/02/2010,US DOLLAR FUTURES,Domestic,122044.0,17.76,127518.0,18.55,-5474.0
09/02/2010,US DOLLAR FUTURES,Nonresident Investors,262157.0,38.14,154844.0,22.53,107313.0
09/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,262157.0,38.14,154844.0,22.53,107313.0
09/02/2010,US DOLLAR FUTURES,Corporations,56010.0,8.15,22030.0,3.21,33980.0
09/02/2010,US DOLLAR FUTURES,Individuals,640.0,0.09,790.0,0.11,-150.0
09/02/2010,US DOLLAR FUTURES,Total,687288.0,100.0,687288.0,100.0,0.0
10/02/2010,US DOLLAR FUTURES,Financial Institutions,253197.0,36.64,380259.0,55.03,-127062.0
10/02/2010,US DOLLAR FUTURES,Banks,193950.0,28.07,379749.0,54.96,-185799.0
10/02/2010,US DOLLAR FUTURES,Brokers & Dealers,317.0,0.05,405.0,0.06,-88.0
10/02/2010,US DOLLAR FUTURES,Other,58930.0,8.53,105.0,0.02,58825.0
10/02/2010,US DOLLAR FUTURES,Institutional Investors,124452.0,18.01,131566.0,19.04,-7114.0
10/02/2010,US DOLLAR FUTURES,Domestic,124452.0,18.01,131566.0,19.04,-7114.0
10/02/2010,US DOLLAR FUTURES,Nonresident Investors,259996.0,37.63,155555.0,22.51,104441.0
10/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,259996.0,37.63,155555.0,22.51,104441.0
10/02/2010,US DOLLAR FUTURES,Corporations,52610.0,7.61,22820.0,3.3,29790.0
10/02/2010,US DOLLAR FUTURES,Individuals,700.0,0.1,755.0,0.11,-55.0
10/02/2010,US DOLLAR FUTURES,Total,690955.0,100.0,690955.0,100.0,0.0
11/02/2010,US DOLLAR FUTURES,Financial Institutions,267757.0,39.16,358177.0,52.38,-90420.0
11/02/2010,US DOLLAR FUTURES,Banks,208495.0,30.49,357662.0,52.31,-149167.0
11/02/2010,US DOLLAR FUTURES,Brokers & Dealers,332.0,0.05,400.0,0.06,-68.0
11/02/2010,US DOLLAR FUTURES,Other,58930.0,8.62,115.0,0.02,58815.0
11/02/2010,US DOLLAR FUTURES,Institutional Investors,121319.0,17.74,145647.0,21.3,-24328.0
11/02/2010,US DOLLAR FUTURES,Domestic,121319.0,17.74,145647.0,21.3,-24328.0
11/02/2010,US DOLLAR FUTURES,Nonresident Investors,242928.0,35.53,156890.0,22.94,86038.0
11/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,242928.0,35.53,156890.0,22.94,86038.0
11/02/2010,US DOLLAR FUTURES,Corporations,50780.0,7.43,22170.0,3.24,28610.0
11/02/2010,US DOLLAR FUTURES,Individuals,990.0,0.14,890.0,0.13,100.0
11/02/2010,US DOLLAR FUTURES,Total,683774.0,100.0,683774.0,100.0,0.0
12/02/2010,US DOLLAR FUTURES,Financial Institutions,274867.0,39.95,354720.0,51.56,-79853.0
12/02/2010,US DOLLAR FUTURES,Banks,215570.0,31.33,354175.0,51.48,-138605.0
12/02/2010,US DOLLAR FUTURES,Brokers & Dealers,367.0,0.05,430.0,0.06,-63.0
12/02/2010,US DOLLAR FUTURES,Other,58930.0,8.57,115.0,0.02,58815.0
12/02/2010,US DOLLAR FUTURES,Institutional Investors,119520.0,17.37,147865.0,21.49,-28345.0
12/02/2010,US DOLLAR FUTURES,Domestic,119520.0,17.37,147865.0,21.49,-28345.0
12/02/2010,US DOLLAR FUTURES,Nonresident Investors,242531.0,35.25,163168.0,23.72,79363.0
12/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,242531.0,35.25,163168.0,23.72,79363.0
12/02/2010,US DOLLAR FUTURES,Corporations,50500.0,7.34,21445.0,3.12,29055.0
12/02/2010,US DOLLAR FUTURES,Individuals,570.0,0.08,790.0,0.11,-220.0
12/02/2010,US DOLLAR FUTURES,Total,687988.0,100.0,687988.0,100.0,0.0
17/02/2010,US DOLLAR FUTURES,Financial Institutions,281407.0,40.09,346338.0,49.34,-64931.0
17/02/2010,US DOLLAR FUTURES,Banks,222135.0,31.65,345803.0,49.27,-123668.0
17/02/2010,US DOLLAR FUTURES,Brokers & Dealers,342.0,0.05,420.0,0.06,-78.0
17/02/2010,US DOLLAR FUTURES,Other,58930.0,8.4,115.0,0.02,58815.0
17/02/2010,US DOLLAR FUTURES,Institutional Investors,122748.0,17.49,160869.0,22.92,-38121.0
17/02/2010,US DOLLAR FUTURES,Domestic,122748.0,17.49,160869.0,22.92,-38121.0
17/02/2010,US DOLLAR FUTURES,Nonresident Investors,248955.0,35.47,172618.0,24.59,76337.0
17/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,248955.0,35.47,172618.0,24.59,76337.0
17/02/2010,US DOLLAR FUTURES,Corporations,48020.0,6.84,21300.0,3.03,26720.0
17/02/2010,US DOLLAR FUTURES,Individuals,750.0,0.11,755.0,0.11,-5.0
17/02/2010,US DOLLAR FUTURES,Total,701880.0,100.0,701880.0,100.0,0.0
18/02/2010,US DOLLAR FUTURES,Financial Institutions,306037.0,41.75,347589.0,47.41,-41552.0
18/02/2010,US DOLLAR FUTURES,Banks,246815.0,33.67,347089.0,47.35,-100274.0
18/02/2010,US DOLLAR FUTURES,Brokers & Dealers,292.0,0.04,380.0,0.05,-88.0
18/02/2010,US DOLLAR FUTURES,Other,58930.0,8.04,120.0,0.02,58810.0
18/02/2010,US DOLLAR FUTURES,Institutional Investors,126251.0,17.22,168290.0,22.96,-42039.0
18/02/2010,US DOLLAR FUTURES,Domestic,126251.0,17.22,168290.0,22.96,-42039.0
18/02/2010,US DOLLAR FUTURES,Nonresident Investors,250844.0,34.22,195183.0,26.62,55661.0
18/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,250844.0,34.22,195183.0,26.62,55661.0
18/02/2010,US DOLLAR FUTURES,Corporations,48965.0,6.68,21400.0,2.92,27565.0
18/02/2010,US DOLLAR FUTURES,Individuals,995.0,0.14,630.0,0.09,365.0
18/02/2010,US DOLLAR FUTURES,Total,733092.0,100.0,733092.0,100.0,0.0
19/02/2010,US DOLLAR FUTURES,Financial Institutions,298132.0,39.79,333869.0,44.57,-35737.0
19/02/2010,US DOLLAR FUTURES,Banks,238900.0,31.89,333334.0,44.49,-94434.0
19/02/2010,US DOLLAR FUTURES,Brokers & Dealers,302.0,0.04,415.0,0.06,-113.0
19/02/2010,US DOLLAR FUTURES,Other,58930.0,7.87,120.0,0.02,58810.0
19/02/2010,US DOLLAR FUTURES,Institutional Investors,119775.0,15.99,160460.0,21.42,-40685.0
19/02/2010,US DOLLAR FUTURES,Domestic,119775.0,15.99,160460.0,21.42,-40685.0
19/02/2010,US DOLLAR FUTURES,Nonresident Investors,280950.0,37.5,233343.0,31.15,47607.0
19/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,280950.0,37.5,233343.0,31.15,47607.0
19/02/2010,US DOLLAR FUTURES,Corporations,49405.0,6.59,20870.0,2.79,28535.0
19/02/2010,US DOLLAR FUTURES,Individuals,910.0,0.12,630.0,0.08,280.0
19/02/2010,US DOLLAR FUTURES,Total,749172.0,100.0,749172.0,100.0,0.0
22/02/2010,US DOLLAR FUTURES,Financial Institutions,308257.0,39.53,345083.0,44.25,-36826.0
22/02/2010,US DOLLAR FUTURES,Banks,249010.0,31.93,344533.0,44.18,-95523.0
22/02/2010,US DOLLAR FUTURES,Brokers & Dealers,317.0,0.04,430.0,0.06,-113.0
22/02/2010,US DOLLAR FUTURES,Other,58930.0,7.56,120.0,0.02,58810.0
22/02/2010,US DOLLAR FUTURES,Institutional Investors,123635.0,15.85,164602.0,21.11,-40967.0
22/02/2010,US DOLLAR FUTURES,Domestic,123635.0,15.85,164602.0,21.11,-40967.0
22/02/2010,US DOLLAR FUTURES,Nonresident Investors,296958.0,38.08,247950.0,31.8,49008.0
22/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,296958.0,38.08,247950.0,31.8,49008.0
22/02/2010,US DOLLAR FUTURES,Corporations,50085.0,6.42,21565.0,2.77,28520.0
22/02/2010,US DOLLAR FUTURES,Individuals,895.0,0.11,630.0,0.08,265.0
22/02/2010,US DOLLAR FUTURES,Total,779830.0,100.0,779830.0,100.0,0.0
23/02/2010,US DOLLAR FUTURES,Financial Institutions,304917.0,38.4,364178.0,45.87,-59261.0
23/02/2010,US DOLLAR FUTURES,Banks,245690.0,30.94,363703.0,45.81,-118013.0
23/02/2010,US DOLLAR FUTURES,Brokers & Dealers,297.0,0.04,355.0,0.04,-58.0
23/02/2010,US DOLLAR FUTURES,Other,58930.0,7.42,120.0,0.02,58810.0
23/02/2010,US DOLLAR FUTURES,Institutional Investors,129354.0,16.29,163876.0,20.64,-34522.0
23/02/2010,US DOLLAR FUTURES,Domestic,129354.0,16.29,163876.0,20.64,-34522.0
23/02/2010,US DOLLAR FUTURES,Nonresident Investors,307657.0,38.75,241609.0,30.43,66048.0
23/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,307657.0,38.75,241609.0,30.43,66048.0
23/02/2010,US DOLLAR FUTURES,Corporations,51010.0,6.42,23585.0,2.97,27425.0
23/02/2010,US DOLLAR FUTURES,Individuals,1035.0,0.13,725.0,0.09,310.0
23/02/2010,US DOLLAR FUTURES,Total,793973.0,100.0,793973.0,100.0,0.0
24/02/2010,US DOLLAR FUTURES,Financial Institutions,348907.0,39.17,401244.0,45.05,-52337.0
24/02/2010,US DOLLAR FUTURES,Banks,289655.0,32.52,400754.0,44.99,-111099.0
24/02/2010,US DOLLAR FUTURES,Brokers & Dealers,322.0,0.04,365.0,0.04,-43.0
24/02/2010,US DOLLAR FUTURES,Other,58930.0,6.62,125.0,0.01,58805.0
24/02/2010,US DOLLAR FUTURES,Institutional Investors,158680.0,17.82,205349.0,23.05,-46669.0
24/02/2010,US DOLLAR FUTURES,Domestic,158680.0,17.82,205349.0,23.05,-46669.0
24/02/2010,US DOLLAR FUTURES,Nonresident Investors,326470.0,36.65,255079.0,28.64,71391.0
24/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,326470.0,36.65,255079.0,28.64,71391.0
24/02/2010,US DOLLAR FUTURES,Corporations,55470.0,6.23,28315.0,3.18,27155.0
24/02/2010,US DOLLAR FUTURES,Individuals,1180.0,0.13,720.0,0.08,460.0
24/02/2010,US DOLLAR FUTURES,Total,890707.0,100.0,890707.0,100.0,0.0
25/02/2010,US DOLLAR FUTURES,Financial Institutions,351958.0,37.68,408525.0,43.73,-56567.0
25/02/2010,US DOLLAR FUTURES,Banks,293811.0,31.45,408015.0,43.68,-114204.0
25/02/2010,US DOLLAR FUTURES,Brokers & Dealers,307.0,0.03,385.0,0.04,-78.0
25/02/2010,US DOLLAR FUTURES,Other,57840.0,6.19,125.0,0.01,57715.0
25/02/2010,US DOLLAR FUTURES,Institutional Investors,163843.0,17.54,214042.0,22.91,-50199.0
25/02/2010,US DOLLAR FUTURES,Domestic,163843.0,17.54,214042.0,22.91,-50199.0
25/02/2010,US DOLLAR FUTURES,Nonresident Investors,364629.0,39.04,287924.0,30.82,76705.0
25/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,364629.0,39.04,287924.0,30.82,76705.0
25/02/2010,US DOLLAR FUTURES,Corporations,52495.0,5.62,22775.0,2.44,29720.0
25/02/2010,US DOLLAR FUTURES,Individuals,1170.0,0.13,829.0,0.09,341.0
25/02/2010,US DOLLAR FUTURES,Total,934095.0,100.0,934095.0,100.0,0.0
26/02/2010,US DOLLAR FUTURES,Financial Institutions,372867.0,40.29,417455.0,45.11,-44588.0
26/02/2010,US DOLLAR FUTURES,Banks,316100.0,34.16,416845.0,45.04,-100745.0
26/02/2010,US DOLLAR FUTURES,Brokers & Dealers,312.0,0.03,370.0,0.04,-58.0
26/02/2010,US DOLLAR FUTURES,Other,56455.0,6.1,240.0,0.03,56215.0
26/02/2010,US DOLLAR FUTURES,Institutional Investors,156584.0,16.92,201585.0,21.78,-45001.0
26/02/2010,US DOLLAR FUTURES,Domestic,156584.0,16.92,201585.0,21.78,-45001.0
26/02/2010,US DOLLAR FUTURES,Nonresident Investors,341718.0,36.92,283844.0,30.67,57874.0
26/02/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,341718.0,36.92,283844.0,30.67,57874.0
26/02/2010,US DOLLAR FUTURES,Corporations,52695.0,5.69,21540.0,2.33,31155.0
26/02/2010,US DOLLAR FUTURES,Individuals,1595.0,0.17,1035.0,0.11,560.0
26/02/2010,US DOLLAR FUTURES,Total,925459.0,100.0,925459.0,100.0,0.0
01/03/2010,US DOLLAR FUTURES,Financial Institutions,224979.0,36.39,314735.0,50.91,-89756.0
01/03/2010,US DOLLAR FUTURES,Banks,168234.0,27.21,314190.0,50.82,-145956.0
01/03/2010,US DOLLAR FUTURES,Brokers & Dealers,290.0,0.05,425.0,0.07,-135.0
01/03/2010,US DOLLAR FUTURES,Other,56455.0,9.13,120.0,0.02,56335.0
01/03/2010,US DOLLAR FUTURES,Institutional Investors,119233.0,19.29,107283.0,17.35,11950.0
01/03/2010,US DOLLAR FUTURES,Domestic,119233.0,19.29,107283.0,17.35,11950.0
01/03/2010,US DOLLAR FUTURES,Nonresident Investors,222688.0,36.02,175687.0,28.42,47001.0
01/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,222688.0,36.02,175687.0,28.42,47001.0
01/03/2010,US DOLLAR FUTURES,Corporations,49915.0,8.07,20210.0,3.27,29705.0
01/03/2010,US DOLLAR FUTURES,Individuals,1435.0,0.23,335.0,0.05,1100.0
01/03/2010,US DOLLAR FUTURES,Total,618250.0,100.0,618250.0,100.0,0.0
02/03/2010,US DOLLAR FUTURES,Financial Institutions,230527.0,36.8,308100.0,49.18,-77573.0
02/03/2010,US DOLLAR FUTURES,Banks,173852.0,27.75,307645.0,49.11,-133793.0
02/03/2010,US DOLLAR FUTURES,Brokers & Dealers,220.0,0.04,325.0,0.05,-105.0
02/03/2010,US DOLLAR FUTURES,Other,56455.0,9.01,130.0,0.02,56325.0
02/03/2010,US DOLLAR FUTURES,Institutional Investors,116716.0,18.63,117195.0,18.71,-479.0
02/03/2010,US DOLLAR FUTURES,Domestic,116716.0,18.63,117195.0,18.71,-479.0
02/03/2010,US DOLLAR FUTURES,Nonresident Investors,227863.0,36.38,180206.0,28.77,47657.0
02/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,227863.0,36.38,180206.0,28.77,47657.0
02/03/2010,US DOLLAR FUTURES,Corporations,49830.0,7.95,20490.0,3.27,29340.0
02/03/2010,US DOLLAR FUTURES,Individuals,1490.0,0.24,435.0,0.07,1055.0
02/03/2010,US DOLLAR FUTURES,Total,626426.0,100.0,626426.0,100.0,0.0
03/03/2010,US DOLLAR FUTURES,Financial Institutions,235522.0,37.8,299220.0,48.03,-63698.0
03/03/2010,US DOLLAR FUTURES,Banks,178777.0,28.69,298720.0,47.95,-119943.0
03/03/2010,US DOLLAR FUTURES,Brokers & Dealers,290.0,0.05,370.0,0.06,-80.0
03/03/2010,US DOLLAR FUTURES,Other,56455.0,9.06,130.0,0.02,56325.0
03/03/2010,US DOLLAR FUTURES,Institutional Investors,111814.0,17.95,117827.0,18.91,-6013.0
03/03/2010,US DOLLAR FUTURES,Domestic,111814.0,17.95,117827.0,18.91,-6013.0
03/03/2010,US DOLLAR FUTURES,Nonresident Investors,223855.0,35.93,185139.0,29.72,38716.0
03/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,223855.0,35.93,185139.0,29.72,38716.0
03/03/2010,US DOLLAR FUTURES,Corporations,50570.0,8.12,20505.0,3.29,30065.0
03/03/2010,US DOLLAR FUTURES,Individuals,1280.0,0.21,350.0,0.06,930.0
03/03/2010,US DOLLAR FUTURES,Total,623041.0,100.0,623041.0,100.0,0.0
04/03/2010,US DOLLAR FUTURES,Financial Institutions,249206.0,39.43,299390.0,47.38,-50184.0
04/03/2010,US DOLLAR FUTURES,Banks,192531.0,30.47,298945.0,47.31,-106414.0
04/03/2010,US DOLLAR FUTURES,Brokers & Dealers,220.0,0.03,315.0,0.05,-95.0
04/03/2010,US DOLLAR FUTURES,Other,56455.0,8.93,130.0,0.02,56325.0
04/03/2010,US DOLLAR FUTURES,Institutional Investors,105654.0,16.72,128206.0,20.29,-22552.0
04/03/2010,US DOLLAR FUTURES,Domestic,105654.0,16.72,128206.0,20.29,-22552.0
04/03/2010,US DOLLAR FUTURES,Nonresident Investors,224388.0,35.51,183092.0,28.97,41296.0
04/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,224388.0,35.51,183092.0,28.97,41296.0
04/03/2010,US DOLLAR FUTURES,Corporations,51515.0,8.15,20875.0,3.3,30640.0
04/03/2010,US DOLLAR FUTURES,Individuals,1180.0,0.19,380.0,0.06,800.0
04/03/2010,US DOLLAR FUTURES,Total,631943.0,100.0,631943.0,100.0,0.0
05/03/2010,US DOLLAR FUTURES,Financial Institutions,252105.0,40.7,274919.0,44.39,-22814.0
05/03/2010,US DOLLAR FUTURES,Banks,195405.0,31.55,274439.0,44.31,-79034.0
05/03/2010,US DOLLAR FUTURES,Brokers & Dealers,245.0,0.04,350.0,0.06,-105.0
05/03/2010,US DOLLAR FUTURES,Other,56455.0,9.11,130.0,0.02,56325.0
05/03/2010,US DOLLAR FUTURES,Institutional Investors,105629.0,17.05,134237.0,21.67,-28608.0
05/03/2010,US DOLLAR FUTURES,Domestic,105629.0,17.05,134237.0,21.67,-28608.0
05/03/2010,US DOLLAR FUTURES,Nonresident Investors,208096.0,33.6,189869.0,30.66,18227.0
05/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,208096.0,33.6,189869.0,30.66,18227.0
05/03/2010,US DOLLAR FUTURES,Corporations,51945.0,8.39,20020.0,3.23,31925.0
05/03/2010,US DOLLAR FUTURES,Individuals,1595.0,0.26,325.0,0.05,1270.0
05/03/2010,US DOLLAR FUTURES,Total,619370.0,100.0,619370.0,100.0,0.0
08/03/2010,US DOLLAR FUTURES,Financial Institutions,264171.0,42.99,289180.0,47.06,-25009.0
08/03/2010,US DOLLAR FUTURES,Banks,207456.0,33.76,288675.0,46.98,-81219.0
08/03/2010,US DOLLAR FUTURES,Brokers & Dealers,260.0,0.04,370.0,0.06,-110.0
08/03/2010,US DOLLAR FUTURES,Other,56455.0,9.19,135.0,0.02,56320.0
08/03/2010,US DOLLAR FUTURES,Institutional Investors,89120.0,14.5,134417.0,21.87,-45297.0
08/03/2010,US DOLLAR FUTURES,Domestic,89120.0,14.5,134417.0,21.87,-45297.0
08/03/2010,US DOLLAR FUTURES,Nonresident Investors,207950.0,33.84,170474.0,27.74,37476.0
08/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,207950.0,33.84,170474.0,27.74,37476.0
08/03/2010,US DOLLAR FUTURES,Corporations,52200.0,8.49,20060.0,3.26,32140.0
08/03/2010,US DOLLAR FUTURES,Individuals,1070.0,0.17,380.0,0.06,690.0
08/03/2010,US DOLLAR FUTURES,Total,614511.0,100.0,614511.0,100.0,0.0
09/03/2010,US DOLLAR FUTURES,Financial Institutions,272801.0,44.35,289485.0,47.06,-16684.0
09/03/2010,US DOLLAR FUTURES,Banks,216101.0,35.13,288940.0,46.97,-72839.0
09/03/2010,US DOLLAR FUTURES,Brokers & Dealers,245.0,0.04,390.0,0.06,-145.0
09/03/2010,US DOLLAR FUTURES,Other,56455.0,9.18,155.0,0.03,56300.0
09/03/2010,US DOLLAR FUTURES,Institutional Investors,74663.0,12.14,132362.0,21.52,-57699.0
09/03/2010,US DOLLAR FUTURES,Domestic,74663.0,12.14,132362.0,21.52,-57699.0
09/03/2010,US DOLLAR FUTURES,Nonresident Investors,223659.0,36.36,172946.0,28.11,50713.0
09/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,223659.0,36.36,172946.0,28.11,50713.0
09/03/2010,US DOLLAR FUTURES,Corporations,42500.0,6.91,19930.0,3.24,22570.0
09/03/2010,US DOLLAR FUTURES,Individuals,1520.0,0.25,420.0,0.07,1100.0
09/03/2010,US DOLLAR FUTURES,Total,615143.0,100.0,615143.0,100.0,0.0
10/03/2010,US DOLLAR FUTURES,Financial Institutions,289975.0,46.34,283791.0,45.36,6184.0
10/03/2010,US DOLLAR FUTURES,Banks,233265.0,37.28,283256.0,45.27,-49991.0
10/03/2010,US DOLLAR FUTURES,Brokers & Dealers,255.0,0.04,380.0,0.06,-125.0
10/03/2010,US DOLLAR FUTURES,Other,56455.0,9.02,155.0,0.02,56300.0
10/03/2010,US DOLLAR FUTURES,Institutional Investors,79919.0,12.77,131393.0,21.0,-51474.0
10/03/2010,US DOLLAR FUTURES,Domestic,79919.0,12.77,131393.0,21.0,-51474.0
10/03/2010,US DOLLAR FUTURES,Nonresident Investors,221832.0,35.45,189757.0,30.33,32075.0
10/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,221832.0,35.45,189757.0,30.33,32075.0
10/03/2010,US DOLLAR FUTURES,Corporations,32170.0,5.14,20395.0,3.26,11775.0
10/03/2010,US DOLLAR FUTURES,Individuals,1805.0,0.29,365.0,0.06,1440.0
10/03/2010,US DOLLAR FUTURES,Total,625701.0,100.0,625701.0,100.0,0.0
11/03/2010,US DOLLAR FUTURES,Financial Institutions,294554.0,45.77,291025.0,45.22,3529.0
11/03/2010,US DOLLAR FUTURES,Banks,237884.0,36.96,290515.0,45.14,-52631.0
11/03/2010,US DOLLAR FUTURES,Brokers & Dealers,215.0,0.03,350.0,0.05,-135.0
11/03/2010,US DOLLAR FUTURES,Other,56455.0,8.77,160.0,0.02,56295.0
11/03/2010,US DOLLAR FUTURES,Institutional Investors,85004.0,13.21,130349.0,20.25,-45345.0
11/03/2010,US DOLLAR FUTURES,Domestic,85004.0,13.21,130349.0,20.25,-45345.0
11/03/2010,US DOLLAR FUTURES,Nonresident Investors,225589.0,35.05,202313.0,31.44,23276.0
11/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,225589.0,35.05,202313.0,31.44,23276.0
11/03/2010,US DOLLAR FUTURES,Corporations,36185.0,5.62,19485.0,3.03,16700.0
11/03/2010,US DOLLAR FUTURES,Individuals,2210.0,0.34,370.0,0.06,1840.0
11/03/2010,US DOLLAR FUTURES,Total,643542.0,100.0,643542.0,100.0,0.0
12/03/2010,US DOLLAR FUTURES,Financial Institutions,290830.0,45.25,283939.0,44.18,6891.0
12/03/2010,US DOLLAR FUTURES,Banks,234125.0,36.43,283414.0,44.1,-49289.0
12/03/2010,US DOLLAR FUTURES,Brokers & Dealers,250.0,0.04,365.0,0.06,-115.0
12/03/2010,US DOLLAR FUTURES,Other,56455.0,8.78,160.0,0.02,56295.0
12/03/2010,US DOLLAR FUTURES,Institutional Investors,92179.0,14.34,136047.0,21.17,-43868.0
12/03/2010,US DOLLAR FUTURES,Domestic,92179.0,14.34,136047.0,21.17,-43868.0
12/03/2010,US DOLLAR FUTURES,Nonresident Investors,219144.0,34.1,202167.0,31.46,16977.0
12/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,219144.0,34.1,202167.0,31.46,16977.0
12/03/2010,US DOLLAR FUTURES,Corporations,38340.0,5.97,20235.0,3.15,18105.0
12/03/2010,US DOLLAR FUTURES,Individuals,2215.0,0.34,320.0,0.05,1895.0
12/03/2010,US DOLLAR FUTURES,Total,642708.0,100.0,642708.0,100.0,0.0
15/03/2010,US DOLLAR FUTURES,Financial Institutions,290850.0,44.66,285525.0,43.84,5325.0
15/03/2010,US DOLLAR FUTURES,Banks,234145.0,35.95,285005.0,43.76,-50860.0
15/03/2010,US DOLLAR FUTURES,Brokers & Dealers,250.0,0.04,360.0,0.06,-110.0
15/03/2010,US DOLLAR FUTURES,Other,56455.0,8.67,160.0,0.02,56295.0
15/03/2010,US DOLLAR FUTURES,Institutional Investors,96099.0,14.76,133145.0,20.44,-37046.0
15/03/2010,US DOLLAR FUTURES,Domestic,96099.0,14.76,133145.0,20.44,-37046.0
15/03/2010,US DOLLAR FUTURES,Nonresident Investors,222591.0,34.18,212455.0,32.62,10136.0
15/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,222591.0,34.18,212455.0,32.62,10136.0
15/03/2010,US DOLLAR FUTURES,Corporations,39425.0,6.05,19840.0,3.05,19585.0
15/03/2010,US DOLLAR FUTURES,Individuals,2305.0,0.35,305.0,0.05,2000.0
15/03/2010,US DOLLAR FUTURES,Total,651270.0,100.0,651270.0,100.0,0.0
16/03/2010,US DOLLAR FUTURES,Financial Institutions,295290.0,45.86,292335.0,45.4,2955.0
16/03/2010,US DOLLAR FUTURES,Banks,238580.0,37.05,291815.0,45.32,-53235.0
16/03/2010,US DOLLAR FUTURES,Brokers & Dealers,255.0,0.04,360.0,0.06,-105.0
16/03/2010,US DOLLAR FUTURES,Other,56455.0,8.77,160.0,0.02,56295.0
16/03/2010,US DOLLAR FUTURES,Institutional Investors,97417.0,15.13,128086.0,19.89,-30669.0
16/03/2010,US DOLLAR FUTURES,Domestic,97417.0,15.13,128086.0,19.89,-30669.0
16/03/2010,US DOLLAR FUTURES,Nonresident Investors,210071.0,32.62,203317.0,31.58,6754.0
16/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,210071.0,32.62,203317.0,31.58,6754.0
16/03/2010,US DOLLAR FUTURES,Corporations,39270.0,6.1,19860.0,3.08,19410.0
16/03/2010,US DOLLAR FUTURES,Individuals,1855.0,0.29,305.0,0.05,1550.0
16/03/2010,US DOLLAR FUTURES,Total,643903.0,100.0,643903.0,100.0,0.0
17/03/2010,US DOLLAR FUTURES,Financial Institutions,312460.0,47.14,293990.0,44.36,18470.0
17/03/2010,US DOLLAR FUTURES,Banks,255755.0,38.59,293515.0,44.29,-37760.0
17/03/2010,US DOLLAR FUTURES,Brokers & Dealers,250.0,0.04,320.0,0.05,-70.0
17/03/2010,US DOLLAR FUTURES,Other,56455.0,8.52,155.0,0.02,56300.0
17/03/2010,US DOLLAR FUTURES,Institutional Investors,96629.0,14.58,134664.0,20.32,-38035.0
17/03/2010,US DOLLAR FUTURES,Domestic,96629.0,14.58,134664.0,20.32,-38035.0
17/03/2010,US DOLLAR FUTURES,Nonresident Investors,211892.0,31.97,213777.0,32.26,-1885.0
17/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,211892.0,31.97,213777.0,32.26,-1885.0
17/03/2010,US DOLLAR FUTURES,Corporations,39775.0,6.0,20120.0,3.04,19655.0
17/03/2010,US DOLLAR FUTURES,Individuals,2015.0,0.3,220.0,0.03,1795.0
17/03/2010,US DOLLAR FUTURES,Total,662771.0,100.0,662771.0,100.0,0.0
18/03/2010,US DOLLAR FUTURES,Financial Institutions,299032.0,44.06,319755.0,47.12,-20723.0
18/03/2010,US DOLLAR FUTURES,Banks,242302.0,35.7,319250.0,47.04,-76948.0
18/03/2010,US DOLLAR FUTURES,Brokers & Dealers,275.0,0.04,345.0,0.05,-70.0
18/03/2010,US DOLLAR FUTURES,Other,56455.0,8.32,160.0,0.02,56295.0
18/03/2010,US DOLLAR FUTURES,Institutional Investors,106374.0,15.67,143222.0,21.1,-36848.0
18/03/2010,US DOLLAR FUTURES,Domestic,106374.0,15.67,143222.0,21.1,-36848.0
18/03/2010,US DOLLAR FUTURES,Nonresident Investors,233698.0,34.44,194147.0,28.61,39551.0
18/03/2010,US DOLLAR FUTURES,Nonresident investors - RES.2689,233698.0,34.44,194147.0,28.61,39551.0
