IDENTIFICADOR;DATA;DERIVATIVO;PARTICIPANTE;LONGCONTRACTS;LONG_;SHORTCONTRACTS;SHORT_;SALDO
25072018_Dollar_Institutional Investors;25/07/2018;Dollar;Institutional Investors;16125.0;19.09;32865.0;38.91;-16740.0
25072018_Dollar_Domestic;25/07/2018;Dollar;Domestic;16125.0;19.09;32865.0;38.91;-16740.0
25072018_Dollar_Nonresident Investors;25/07/2018;Dollar;Nonresident Investors;15474.0;18.32;37873.0;44.84;-22399.0
25072018_Dollar_Nonresident investors - RES.2689;25/07/2018;Dollar;Nonresident investors - RES.2689;15474.0;18.32;37873.0;44.84;-22399.0
25072018_Dollar_Corporations;25/07/2018;Dollar;Corporations;1773.0;2.09;7011.0;8.3;-5238.0
25072018_Dollar_Individuals;25/07/2018;Dollar;Individuals;10282.0;12.17;6221.0;7.36;4061.0
25072018_Dollar_Total;25/07/2018;Dollar;Total;84462.0;100.0;84462.0;100.0;0.0
26072018_Dollar_Financial Institutions;26/07/2018;Dollar;Financial Institutions;42612.0;50.36;455.0;0.53;42157.0
26072018_Dollar_Banks;26/07/2018;Dollar;Banks;42570.0;50.31;400.0;0.47;42170.0
26072018_Dollar_Brokers & Dealers;26/07/2018;Dollar;Brokers & Dealers;42.0;0.04;25.0;0.02;17.0
26072018_Dollar_Other;26/07/2018;Dollar;Other;0.0;0.0;30.0;0.03;-30.0
26072018_Dollar_Institutional Investors;26/07/2018;Dollar;Institutional Investors;15803.0;18.67;30574.0;36.13;-14771.0
26072018_Dollar_Domestic;26/07/2018;Dollar;Domestic;15803.0;18.67;30574.0;36.13;-14771.0
26072018_Dollar_Nonresident Investors;26/07/2018;Dollar;Nonresident Investors;18088.0;21.37;40977.0;48.42;-22889.0
26072018_Dollar_Nonresident investors - RES.2689;26/07/2018;Dollar;Nonresident investors - RES.2689;18088.0;21.37;40977.0;48.42;-22889.0
26072018_Dollar_Corporations;26/07/2018;Dollar;Corporations;1287.0;1.52;5102.0;6.02;-3815.0
26072018_Dollar_Individuals;26/07/2018;Dollar;Individuals;6823.0;8.06;7505.0;8.86;-682.0
26072018_Dollar_Total;26/07/2018;Dollar;Total;84613.0;100.0;84613.0;100.0;0.0
27072018_Dollar_Financial Institutions;27/07/2018;Dollar;Financial Institutions;45621.0;51.07;409.0;0.45;45212.0
27072018_Dollar_Banks;27/07/2018;Dollar;Banks;45588.0;51.03;354.0;0.39;45234.0
27072018_Dollar_Brokers & Dealers;27/07/2018;Dollar;Brokers & Dealers;33.0;0.03;25.0;0.02;8.0
27072018_Dollar_Other;27/07/2018;Dollar;Other;0.0;0.0;30.0;0.03;-30.0
27072018_Dollar_Institutional Investors;27/07/2018;Dollar;Institutional Investors;16928.0;18.95;32172.0;36.01;-15244.0
27072018_Dollar_Domestic;27/07/2018;Dollar;Domestic;16928.0;18.95;32172.0;36.01;-15244.0
27072018_Dollar_Nonresident Investors;27/07/2018;Dollar;Nonresident Investors;17056.0;19.09;43551.0;48.75;-26495.0
27072018_Dollar_Nonresident investors - RES.2689;27/07/2018;Dollar;Nonresident investors - RES.2689;17056.0;19.09;43551.0;48.75;-26495.0
27072018_Dollar_Corporations;27/07/2018;Dollar;Corporations;1484.0;1.66;6322.0;7.07;-4838.0
27072018_Dollar_Individuals;27/07/2018;Dollar;Individuals;8238.0;9.22;6873.0;7.69;1365.0
27072018_Dollar_Total;27/07/2018;Dollar;Total;89327.0;100.0;89327.0;100.0;0.0
30072018_Dollar_Financial Institutions;30/07/2018;Dollar;Financial Institutions;45786.0;52.67;866.0;0.99;44920.0
30072018_Dollar_Banks;30/07/2018;Dollar;Banks;45781.0;52.66;747.0;0.85;45034.0
30072018_Dollar_Brokers & Dealers;30/07/2018;Dollar;Brokers & Dealers;5.0;0.0;89.0;0.1;-84.0
30072018_Dollar_Other;30/07/2018;Dollar;Other;0.0;0.0;30.0;0.03;-30.0
30072018_Dollar_Institutional Investors;30/07/2018;Dollar;Institutional Investors;17181.0;19.76;32111.0;36.94;-14930.0
30072018_Dollar_Domestic;30/07/2018;Dollar;Domestic;17181.0;19.76;32111.0;36.94;-14930.0
30072018_Dollar_Nonresident Investors;30/07/2018;Dollar;Nonresident Investors;16639.0;19.14;41032.0;47.2;-24393.0
30072018_Dollar_Nonresident investors - RES.2689;30/07/2018;Dollar;Nonresident investors - RES.2689;16639.0;19.14;41032.0;47.2;-24393.0
30072018_Dollar_Corporations;30/07/2018;Dollar;Corporations;989.0;1.13;4732.0;5.44;-3743.0
30072018_Dollar_Individuals;30/07/2018;Dollar;Individuals;6327.0;7.27;8181.0;9.41;-1854.0
30072018_Dollar_Total;30/07/2018;Dollar;Total;86922.0;100.0;86922.0;100.0;0.0
31072018_Dollar_Financial Institutions;31/07/2018;Dollar;Financial Institutions;45496.0;47.26;1251.0;1.29;44245.0
31072018_Dollar_Banks;31/07/2018;Dollar;Banks;45490.0;47.25;1170.0;1.21;44320.0
31072018_Dollar_Brokers & Dealers;31/07/2018;Dollar;Brokers & Dealers;6.0;0.0;52.0;0.05;-46.0
31072018_Dollar_Other;31/07/2018;Dollar;Other;0.0;0.0;29.0;0.03;-29.0
31072018_Dollar_Institutional Investors;31/07/2018;Dollar;Institutional Investors;18288.0;18.99;36148.0;37.55;-17860.0
31072018_Dollar_Domestic;31/07/2018;Dollar;Domestic;18288.0;18.99;36148.0;37.55;-17860.0
31072018_Dollar_Nonresident Investors;31/07/2018;Dollar;Nonresident Investors;24507.0;25.45;45456.0;47.22;-20949.0
31072018_Dollar_Nonresident investors - RES.2689;31/07/2018;Dollar;Nonresident investors - RES.2689;24507.0;25.45;45456.0;47.22;-20949.0
31072018_Dollar_Corporations;31/07/2018;Dollar;Corporations;1723.0;1.78;4683.0;4.86;-2960.0
31072018_Dollar_Individuals;31/07/2018;Dollar;Individuals;6246.0;6.48;8722.0;9.06;-2476.0
31072018_Dollar_Total;31/07/2018;Dollar;Total;96260.0;100.0;96260.0;100.0;0.0
01082018_Dollar_Financial Institutions;01/08/2018;Dollar;Financial Institutions;1654.0;6.48;1008.0;3.95;646.0
01082018_Dollar_Banks;01/08/2018;Dollar;Banks;1651.0;6.47;944.0;3.7;707.0
01082018_Dollar_Brokers & Dealers;01/08/2018;Dollar;Brokers & Dealers;3.0;0.01;35.0;0.13;-32.0
01082018_Dollar_Other;01/08/2018;Dollar;Other;0.0;0.0;29.0;0.11;-29.0
01082018_Dollar_Institutional Investors;01/08/2018;Dollar;Institutional Investors;7739.0;30.36;7090.0;27.81;649.0
01082018_Dollar_Domestic;01/08/2018;Dollar;Domestic;7739.0;30.36;7090.0;27.81;649.0
01082018_Dollar_Nonresident Investors;01/08/2018;Dollar;Nonresident Investors;10150.0;39.82;10035.0;39.36;115.0
01082018_Dollar_Nonresident investors - RES.2689;01/08/2018;Dollar;Nonresident investors - RES.2689;10150.0;39.82;10035.0;39.36;115.0
01082018_Dollar_Corporations;01/08/2018;Dollar;Corporations;969.0;3.8;3244.0;12.72;-2275.0
01082018_Dollar_Individuals;01/08/2018;Dollar;Individuals;4977.0;19.52;4112.0;16.13;865.0
01082018_Dollar_Total;01/08/2018;Dollar;Total;25489.0;100.0;25489.0;100.0;0.0
02082018_Dollar_Financial Institutions;02/08/2018;Dollar;Financial Institutions;3091.0;9.7;807.0;2.53;2284.0
02082018_Dollar_Banks;02/08/2018;Dollar;Banks;3037.0;9.53;745.0;2.33;2292.0
02082018_Dollar_Brokers & Dealers;02/08/2018;Dollar;Brokers & Dealers;54.0;0.16;33.0;0.1;21.0
02082018_Dollar_Other;02/08/2018;Dollar;Other;0.0;0.0;29.0;0.09;-29.0
02082018_Dollar_Institutional Investors;02/08/2018;Dollar;Institutional Investors;10461.0;32.84;6787.0;21.3;3674.0
02082018_Dollar_Domestic;02/08/2018;Dollar;Domestic;10461.0;32.84;6787.0;21.3;3674.0
02082018_Dollar_Nonresident Investors;02/08/2018;Dollar;Nonresident Investors;10601.0;33.28;16300.0;51.17;-5699.0
02082018_Dollar_Nonresident investors - RES.2689;02/08/2018;Dollar;Nonresident investors - RES.2689;10601.0;33.28;16300.0;51.17;-5699.0
02082018_Dollar_Corporations;02/08/2018;Dollar;Corporations;923.0;2.89;4465.0;14.01;-3542.0
02082018_Dollar_Individuals;02/08/2018;Dollar;Individuals;6776.0;21.27;3493.0;10.96;3283.0
02082018_Dollar_Total;02/08/2018;Dollar;Total;31852.0;100.0;31852.0;100.0;0.0
03082018_Dollar_Financial Institutions;03/08/2018;Dollar;Financial Institutions;6854.0;15.73;773.0;1.77;6081.0
03082018_Dollar_Banks;03/08/2018;Dollar;Banks;6803.0;15.61;711.0;1.63;6092.0
03082018_Dollar_Brokers & Dealers;03/08/2018;Dollar;Brokers & Dealers;45.0;0.1;33.0;0.07;12.0
03082018_Dollar_Other;03/08/2018;Dollar;Other;6.0;0.01;29.0;0.06;-23.0
03082018_Dollar_Institutional Investors;03/08/2018;Dollar;Institutional Investors;10520.0;24.14;7521.0;17.26;2999.0
03082018_Dollar_Domestic;03/08/2018;Dollar;Domestic;10520.0;24.14;7521.0;17.26;2999.0
03082018_Dollar_Nonresident Investors;03/08/2018;Dollar;Nonresident Investors;16596.0;38.09;26737.0;61.37;-10141.0
03082018_Dollar_Nonresident investors - RES.2689;03/08/2018;Dollar;Nonresident investors - RES.2689;16596.0;38.09;26737.0;61.37;-10141.0
03082018_Dollar_Corporations;03/08/2018;Dollar;Corporations;1426.0;3.27;5182.0;11.89;-3756.0
03082018_Dollar_Individuals;03/08/2018;Dollar;Individuals;8167.0;18.74;3350.0;7.69;4817.0
03082018_Dollar_Total;03/08/2018;Dollar;Total;43563.0;100.0;43563.0;100.0;0.0
06082018_Dollar_Financial Institutions;06/08/2018;Dollar;Financial Institutions;7374.0;19.2;852.0;2.21;6522.0
06082018_Dollar_Banks;06/08/2018;Dollar;Banks;7284.0;18.97;786.0;2.04;6498.0
06082018_Dollar_Brokers & Dealers;06/08/2018;Dollar;Brokers & Dealers;90.0;0.23;38.0;0.09;52.0
06082018_Dollar_Other;06/08/2018;Dollar;Other;0.0;0.0;28.0;0.07;-28.0
06082018_Dollar_Institutional Investors;06/08/2018;Dollar;Institutional Investors;9817.0;25.56;9807.0;25.54;10.0
06082018_Dollar_Domestic;06/08/2018;Dollar;Domestic;9817.0;25.56;9807.0;25.54;10.0
06082018_Dollar_Nonresident Investors;06/08/2018;Dollar;Nonresident Investors;14481.0;37.71;16608.0;43.25;-2127.0
06082018_Dollar_Nonresident investors - RES.2689;06/08/2018;Dollar;Nonresident investors - RES.2689;14481.0;37.71;16608.0;43.25;-2127.0
06082018_Dollar_Corporations;06/08/2018;Dollar;Corporations;990.0;2.57;6192.0;16.12;-5202.0
06082018_Dollar_Individuals;06/08/2018;Dollar;Individuals;5733.0;14.93;4936.0;12.85;797.0
06082018_Dollar_Total;06/08/2018;Dollar;Total;38395.0;100.0;38395.0;100.0;0.0
07082018_Dollar_Financial Institutions;07/08/2018;Dollar;Financial Institutions;8877.0;20.77;914.0;2.13;7963.0
07082018_Dollar_Banks;07/08/2018;Dollar;Banks;8743.0;20.46;848.0;1.98;7895.0
07082018_Dollar_Brokers & Dealers;07/08/2018;Dollar;Brokers & Dealers;134.0;0.31;38.0;0.08;96.0
07082018_Dollar_Other;07/08/2018;Dollar;Other;0.0;0.0;28.0;0.06;-28.0
07082018_Dollar_Institutional Investors;07/08/2018;Dollar;Institutional Investors;9532.0;22.3;10467.0;24.49;-935.0
07082018_Dollar_Domestic;07/08/2018;Dollar;Domestic;9532.0;22.3;10467.0;24.49;-935.0
07082018_Dollar_Nonresident Investors;07/08/2018;Dollar;Nonresident Investors;18299.0;42.82;19242.0;45.03;-943.0
07082018_Dollar_Nonresident investors - RES.2689;07/08/2018;Dollar;Nonresident investors - RES.2689;18299.0;42.82;19242.0;45.03;-943.0
07082018_Dollar_Corporations;07/08/2018;Dollar;Corporations;1030.0;2.41;6282.0;14.7;-5252.0
07082018_Dollar_Individuals;07/08/2018;Dollar;Individuals;4991.0;11.68;5824.0;13.63;-833.0
07082018_Dollar_Total;07/08/2018;Dollar;Total;42729.0;100.0;42729.0;100.0;0.0
08082018_Dollar_Financial Institutions;08/08/2018;Dollar;Financial Institutions;9692.0;22.21;694.0;1.59;8998.0
08082018_Dollar_Banks;08/08/2018;Dollar;Banks;9679.0;22.18;621.0;1.42;9058.0
08082018_Dollar_Brokers & Dealers;08/08/2018;Dollar;Brokers & Dealers;13.0;0.02;46.0;0.1;-33.0
08082018_Dollar_Other;08/08/2018;Dollar;Other;0.0;0.0;27.0;0.06;-27.0
08082018_Dollar_Institutional Investors;08/08/2018;Dollar;Institutional Investors;8773.0;20.1;9134.0;20.93;-361.0
08082018_Dollar_Domestic;08/08/2018;Dollar;Domestic;8773.0;20.1;9134.0;20.93;-361.0
08082018_Dollar_Nonresident Investors;08/08/2018;Dollar;Nonresident Investors;19768.0;45.3;21149.0;48.46;-1381.0
08082018_Dollar_Nonresident investors - RES.2689;08/08/2018;Dollar;Nonresident investors - RES.2689;19768.0;45.3;21149.0;48.46;-1381.0
08082018_Dollar_Corporations;08/08/2018;Dollar;Corporations;848.0;1.94;6728.0;15.41;-5880.0
08082018_Dollar_Individuals;08/08/2018;Dollar;Individuals;4553.0;10.43;5929.0;13.58;-1376.0
08082018_Dollar_Total;08/08/2018;Dollar;Total;43634.0;100.0;43634.0;100.0;0.0
09082018_Dollar_Financial Institutions;09/08/2018;Dollar;Financial Institutions;9795.0;22.91;708.0;1.65;9087.0
09082018_Dollar_Banks;09/08/2018;Dollar;Banks;9782.0;22.88;615.0;1.43;9167.0
09082018_Dollar_Brokers & Dealers;09/08/2018;Dollar;Brokers & Dealers;13.0;0.03;66.0;0.15;-53.0
09082018_Dollar_Other;09/08/2018;Dollar;Other;0.0;0.0;27.0;0.06;-27.0
09082018_Dollar_Institutional Investors;09/08/2018;Dollar;Institutional Investors;7706.0;18.02;13689.0;32.02;-5983.0
09082018_Dollar_Domestic;09/08/2018;Dollar;Domestic;7706.0;18.02;13689.0;32.02;-5983.0
09082018_Dollar_Nonresident Investors;09/08/2018;Dollar;Nonresident Investors;20357.0;47.62;16584.0;38.79;3773.0
09082018_Dollar_Nonresident investors - RES.2689;09/08/2018;Dollar;Nonresident investors - RES.2689;20357.0;47.62;16584.0;38.79;3773.0
09082018_Dollar_Corporations;09/08/2018;Dollar;Corporations;834.0;1.95;5041.0;11.79;-4207.0
09082018_Dollar_Individuals;09/08/2018;Dollar;Individuals;4051.0;9.47;6721.0;15.72;-2670.0
09082018_Dollar_Total;09/08/2018;Dollar;Total;42743.0;100.0;42743.0;100.0;0.0
10082018_Dollar_Financial Institutions;10/08/2018;Dollar;Financial Institutions;9723.0;21.97;847.0;1.91;8876.0
10082018_Dollar_Banks;10/08/2018;Dollar;Banks;9654.0;21.81;771.0;1.74;8883.0
10082018_Dollar_Brokers & Dealers;10/08/2018;Dollar;Brokers & Dealers;69.0;0.15;50.0;0.11;19.0
10082018_Dollar_Other;10/08/2018;Dollar;Other;0.0;0.0;26.0;0.05;-26.0
10082018_Dollar_Institutional Investors;10/08/2018;Dollar;Institutional Investors;9552.0;21.58;12613.0;28.5;-3061.0
10082018_Dollar_Domestic;10/08/2018;Dollar;Domestic;9552.0;21.58;12613.0;28.5;-3061.0
10082018_Dollar_Nonresident Investors;10/08/2018;Dollar;Nonresident Investors;20220.0;45.69;18203.0;41.13;2017.0
10082018_Dollar_Nonresident investors - RES.2689;10/08/2018;Dollar;Nonresident investors - RES.2689;20220.0;45.69;18203.0;41.13;2017.0
10082018_Dollar_Corporations;10/08/2018;Dollar;Corporations;901.0;2.03;5594.0;12.64;-4693.0
10082018_Dollar_Individuals;10/08/2018;Dollar;Individuals;3858.0;8.71;6997.0;15.81;-3139.0
10082018_Dollar_Total;10/08/2018;Dollar;Total;44254.0;100.0;44254.0;100.0;0.0
13082018_Dollar_Financial Institutions;13/08/2018;Dollar;Financial Institutions;9928.0;23.02;1004.0;2.32;8924.0
13082018_Dollar_Banks;13/08/2018;Dollar;Banks;9798.0;22.72;912.0;2.11;8886.0
13082018_Dollar_Brokers & Dealers;13/08/2018;Dollar;Brokers & Dealers;130.0;0.3;67.0;0.15;63.0
13082018_Dollar_Other;13/08/2018;Dollar;Other;0.0;0.0;25.0;0.05;-25.0
13082018_Dollar_Institutional Investors;13/08/2018;Dollar;Institutional Investors;11085.0;25.7;14007.0;32.48;-2922.0
13082018_Dollar_Domestic;13/08/2018;Dollar;Domestic;11085.0;25.7;14007.0;32.48;-2922.0
13082018_Dollar_Nonresident Investors;13/08/2018;Dollar;Nonresident Investors;15602.0;36.18;18234.0;42.29;-2632.0
13082018_Dollar_Nonresident investors - RES.2689;13/08/2018;Dollar;Nonresident investors - RES.2689;15602.0;36.18;18234.0;42.29;-2632.0
13082018_Dollar_Corporations;13/08/2018;Dollar;Corporations;1080.0;2.5;2940.0;6.81;-1860.0
13082018_Dollar_Individuals;13/08/2018;Dollar;Individuals;5421.0;12.57;6931.0;16.07;-1510.0
13082018_Dollar_Total;13/08/2018;Dollar;Total;43116.0;100.0;43116.0;100.0;0.0
14082018_Dollar_Financial Institutions;14/08/2018;Dollar;Financial Institutions;11003.0;23.18;1250.0;2.63;9753.0
14082018_Dollar_Banks;14/08/2018;Dollar;Banks;10990.0;23.15;1173.0;2.47;9817.0
14082018_Dollar_Brokers & Dealers;14/08/2018;Dollar;Brokers & Dealers;13.0;0.02;52.0;0.1;-39.0
14082018_Dollar_Other;14/08/2018;Dollar;Other;0.0;0.0;25.0;0.05;-25.0
14082018_Dollar_Institutional Investors;14/08/2018;Dollar;Institutional Investors;10549.0;22.22;16313.0;34.37;-5764.0
14082018_Dollar_Domestic;14/08/2018;Dollar;Domestic;10549.0;22.22;16313.0;34.37;-5764.0
14082018_Dollar_Nonresident Investors;14/08/2018;Dollar;Nonresident Investors;19397.0;40.87;20626.0;43.46;-1229.0
14082018_Dollar_Nonresident investors - RES.2689;14/08/2018;Dollar;Nonresident investors - RES.2689;19397.0;40.87;20626.0;43.46;-1229.0
14082018_Dollar_Corporations;14/08/2018;Dollar;Corporations;1914.0;4.03;2700.0;5.68;-786.0
14082018_Dollar_Individuals;14/08/2018;Dollar;Individuals;4593.0;9.67;6567.0;13.83;-1974.0
14082018_Dollar_Total;14/08/2018;Dollar;Total;47456.0;100.0;47456.0;100.0;0.0
15082018_Dollar_Financial Institutions;15/08/2018;Dollar;Financial Institutions;10905.0;22.67;1412.0;2.93;9493.0
15082018_Dollar_Banks;15/08/2018;Dollar;Banks;10870.0;22.6;1351.0;2.8;9519.0
15082018_Dollar_Brokers & Dealers;15/08/2018;Dollar;Brokers & Dealers;35.0;0.07;36.0;0.07;-1.0
15082018_Dollar_Other;15/08/2018;Dollar;Other;0.0;0.0;25.0;0.05;-25.0
15082018_Dollar_Institutional Investors;15/08/2018;Dollar;Institutional Investors;10126.0;21.05;18153.0;37.74;-8027.0
15082018_Dollar_Domestic;15/08/2018;Dollar;Domestic;10126.0;21.05;18153.0;37.74;-8027.0
15082018_Dollar_Nonresident Investors;15/08/2018;Dollar;Nonresident Investors;18066.0;37.56;18839.0;39.17;-773.0
15082018_Dollar_Nonresident investors - RES.2689;15/08/2018;Dollar;Nonresident investors - RES.2689;18066.0;37.56;18839.0;39.17;-773.0
15082018_Dollar_Corporations;15/08/2018;Dollar;Corporations;3000.0;6.23;2913.0;6.05;87.0
15082018_Dollar_Individuals;15/08/2018;Dollar;Individuals;5994.0;12.46;6774.0;14.08;-780.0
15082018_Dollar_Total;15/08/2018;Dollar;Total;48091.0;100.0;48091.0;100.0;0.0
16082018_Dollar_Financial Institutions;16/08/2018;Dollar;Financial Institutions;12162.0;22.7;1463.0;2.73;10699.0
16082018_Dollar_Banks;16/08/2018;Dollar;Banks;12139.0;22.66;1374.0;2.56;10765.0
16082018_Dollar_Brokers & Dealers;16/08/2018;Dollar;Brokers & Dealers;23.0;0.04;64.0;0.11;-41.0
16082018_Dollar_Other;16/08/2018;Dollar;Other;0.0;0.0;25.0;0.04;-25.0
16082018_Dollar_Institutional Investors;16/08/2018;Dollar;Institutional Investors;9192.0;17.15;19846.0;37.04;-10654.0
16082018_Dollar_Domestic;16/08/2018;Dollar;Domestic;9192.0;17.15;19846.0;37.04;-10654.0
16082018_Dollar_Nonresident Investors;16/08/2018;Dollar;Nonresident Investors;24836.0;46.36;21479.0;40.09;3357.0
16082018_Dollar_Nonresident investors - RES.2689;16/08/2018;Dollar;Nonresident investors - RES.2689;24836.0;46.36;21479.0;40.09;3357.0
16082018_Dollar_Corporations;16/08/2018;Dollar;Corporations;1760.0;3.28;3212.0;5.99;-1452.0
16082018_Dollar_Individuals;16/08/2018;Dollar;Individuals;5620.0;10.49;7570.0;14.13;-1950.0
16082018_Dollar_Total;16/08/2018;Dollar;Total;53570.0;100.0;53570.0;100.0;0.0
17082018_Dollar_Financial Institutions;17/08/2018;Dollar;Financial Institutions;12310.0;23.96;1439.0;2.8;10871.0
17082018_Dollar_Banks;17/08/2018;Dollar;Banks;12283.0;23.91;1350.0;2.62;10933.0
17082018_Dollar_Brokers & Dealers;17/08/2018;Dollar;Brokers & Dealers;27.0;0.05;64.0;0.12;-37.0
17082018_Dollar_Other;17/08/2018;Dollar;Other;0.0;0.0;25.0;0.04;-25.0
17082018_Dollar_Institutional Investors;17/08/2018;Dollar;Institutional Investors;10418.0;20.28;17477.0;34.03;-7059.0
17082018_Dollar_Domestic;17/08/2018;Dollar;Domestic;10418.0;20.28;17477.0;34.03;-7059.0
17082018_Dollar_Nonresident Investors;17/08/2018;Dollar;Nonresident Investors;18820.0;36.64;22135.0;43.1;-3315.0
17082018_Dollar_Nonresident investors - RES.2689;17/08/2018;Dollar;Nonresident investors - RES.2689;18820.0;36.64;22135.0;43.1;-3315.0
17082018_Dollar_Corporations;17/08/2018;Dollar;Corporations;3118.0;6.07;3138.0;6.11;-20.0
17082018_Dollar_Individuals;17/08/2018;Dollar;Individuals;6691.0;13.02;7168.0;13.95;-477.0
17082018_Dollar_Total;17/08/2018;Dollar;Total;51357.0;100.0;51357.0;100.0;0.0
20082018_Dollar_Financial Institutions;20/08/2018;Dollar;Financial Institutions;12034.0;19.77;1524.0;2.5;10510.0
20082018_Dollar_Banks;20/08/2018;Dollar;Banks;12001.0;19.71;1431.0;2.35;10570.0
20082018_Dollar_Brokers & Dealers;20/08/2018;Dollar;Brokers & Dealers;33.0;0.05;69.0;0.11;-36.0
20082018_Dollar_Other;20/08/2018;Dollar;Other;0.0;0.0;24.0;0.03;-24.0
20082018_Dollar_Institutional Investors;20/08/2018;Dollar;Institutional Investors;8876.0;14.58;21011.0;34.52;-12135.0
20082018_Dollar_Domestic;20/08/2018;Dollar;Domestic;8876.0;14.58;21011.0;34.52;-12135.0
20082018_Dollar_Nonresident Investors;20/08/2018;Dollar;Nonresident Investors;27675.0;45.47;23227.0;38.16;4448.0
20082018_Dollar_Nonresident investors - RES.2689;20/08/2018;Dollar;Nonresident investors - RES.2689;27675.0;45.47;23227.0;38.16;4448.0
20082018_Dollar_Corporations;20/08/2018;Dollar;Corporations;6636.0;10.9;3537.0;5.81;3099.0
20082018_Dollar_Individuals;20/08/2018;Dollar;Individuals;5641.0;9.26;11563.0;18.99;-5922.0
20082018_Dollar_Total;20/08/2018;Dollar;Total;60862.0;100.0;60862.0;100.0;0.0
21082018_Dollar_Financial Institutions;21/08/2018;Dollar;Financial Institutions;12184.0;18.64;1919.0;2.93;10265.0
21082018_Dollar_Banks;21/08/2018;Dollar;Banks;12156.0;18.6;1811.0;2.77;10345.0
21082018_Dollar_Brokers & Dealers;21/08/2018;Dollar;Brokers & Dealers;28.0;0.04;69.0;0.1;-41.0
21082018_Dollar_Other;21/08/2018;Dollar;Other;0.0;0.0;39.0;0.05;-39.0
21082018_Dollar_Institutional Investors;21/08/2018;Dollar;Institutional Investors;10615.0;16.24;18374.0;28.12;-7759.0
21082018_Dollar_Domestic;21/08/2018;Dollar;Domestic;10615.0;16.24;18374.0;28.12;-7759.0
21082018_Dollar_Nonresident Investors;21/08/2018;Dollar;Nonresident Investors;29986.0;45.89;27581.0;42.21;2405.0
21082018_Dollar_Nonresident investors - RES.2689;21/08/2018;Dollar;Nonresident investors - RES.2689;29986.0;45.89;27581.0;42.21;2405.0
21082018_Dollar_Corporations;21/08/2018;Dollar;Corporations;7309.0;11.18;2782.0;4.25;4527.0
21082018_Dollar_Individuals;21/08/2018;Dollar;Individuals;5247.0;8.03;14685.0;22.47;-9438.0
21082018_Dollar_Total;21/08/2018;Dollar;Total;65341.0;100.0;65341.0;100.0;0.0
22082018_Dollar_Financial Institutions;22/08/2018;Dollar;Financial Institutions;12990.0;20.27;1930.0;3.01;11060.0
22082018_Dollar_Banks;22/08/2018;Dollar;Banks;12972.0;20.24;1813.0;2.82;11159.0
22082018_Dollar_Brokers & Dealers;22/08/2018;Dollar;Brokers & Dealers;18.0;0.02;83.0;0.12;-65.0
22082018_Dollar_Other;22/08/2018;Dollar;Other;0.0;0.0;34.0;0.05;-34.0
22082018_Dollar_Institutional Investors;22/08/2018;Dollar;Institutional Investors;9168.0;14.3;16700.0;26.06;-7532.0
22082018_Dollar_Domestic;22/08/2018;Dollar;Domestic;9168.0;14.3;16700.0;26.06;-7532.0
22082018_Dollar_Nonresident Investors;22/08/2018;Dollar;Nonresident Investors;28387.0;44.3;31072.0;48.49;-2685.0
22082018_Dollar_Nonresident investors - RES.2689;22/08/2018;Dollar;Nonresident investors - RES.2689;28387.0;44.3;31072.0;48.49;-2685.0
22082018_Dollar_Corporations;22/08/2018;Dollar;Corporations;6808.0;10.62;2629.0;4.1;4179.0
22082018_Dollar_Individuals;22/08/2018;Dollar;Individuals;6715.0;10.48;11735.0;18.31;-5020.0
22082018_Dollar_Total;22/08/2018;Dollar;Total;64068.0;100.0;64066.0;100.0;2.0
23082018_Dollar_Financial Institutions;23/08/2018;Dollar;Financial Institutions;13107.0;18.98;1865.0;2.7;11242.0
23082018_Dollar_Banks;23/08/2018;Dollar;Banks;13059.0;18.91;1721.0;2.49;11338.0
23082018_Dollar_Brokers & Dealers;23/08/2018;Dollar;Brokers & Dealers;48.0;0.06;100.0;0.14;-52.0
23082018_Dollar_Other;23/08/2018;Dollar;Other;0.0;0.0;44.0;0.06;-44.0
23082018_Dollar_Institutional Investors;23/08/2018;Dollar;Institutional Investors;9727.0;14.08;16858.0;24.41;-7131.0
23082018_Dollar_Domestic;23/08/2018;Dollar;Domestic;9727.0;14.08;16858.0;24.41;-7131.0
23082018_Dollar_Nonresident Investors;23/08/2018;Dollar;Nonresident Investors;32412.0;46.94;34110.0;49.4;-1698.0
23082018_Dollar_Nonresident investors - RES.2689;23/08/2018;Dollar;Nonresident investors - RES.2689;32412.0;46.94;34110.0;49.4;-1698.0
23082018_Dollar_Corporations;23/08/2018;Dollar;Corporations;7311.0;10.58;2705.0;3.91;4606.0
23082018_Dollar_Individuals;23/08/2018;Dollar;Individuals;6489.0;9.39;13508.0;19.56;-7019.0
23082018_Dollar_Total;23/08/2018;Dollar;Total;69046.0;100.0;69046.0;100.0;0.0
24082018_Dollar_Financial Institutions;24/08/2018;Dollar;Financial Institutions;14311.0;21.88;1692.0;2.58;12619.0
24082018_Dollar_Banks;24/08/2018;Dollar;Banks;14298.0;21.86;1487.0;2.27;12811.0
24082018_Dollar_Brokers & Dealers;24/08/2018;Dollar;Brokers & Dealers;13.0;0.01;166.0;0.25;-153.0
24082018_Dollar_Other;24/08/2018;Dollar;Other;0.0;0.0;39.0;0.05;-39.0
24082018_Dollar_Institutional Investors;24/08/2018;Dollar;Institutional Investors;11136.0;17.02;18051.0;27.59;-6915.0
